: 1508199806:0;python -v
: 1522098258:0;vim ~/.vimrc
: 1522098353:0;vim .vimrc
: 1522098695:0;rm -rf ~/.vimrc
: 1522098698:0;ls -a
: 1522098720:0;touch .vimrc
: 1522098732:0;vim .vimrc
: 1522098929:0;rm -rf ~/.vimrc
: 1522098938:0;rm -rf ~/.vim/bundle
: 1522098944:0;ls -a
: 1522098950:0;cd vim
: 1522098954:0;cd .vim
: 1522098956:0;ls
: 1522098974:0;git clone https://github.com/VundleVim/Vundle.vim.git ~/.vim/bundle/Vundle.vim\
\

: 1522098978:0;ls
: 1522098986:0;cd
: 1522098993:0;touch .vimrc
: 1522099011:0;vim .vimrc
: 1522099285:0;ls -a
: 1522099367:0;cd .vim
: 1522099369:0;ls -a
: 1522099379:0;ls -h
: 1522099381:0;ls
: 1522099385:0;cd bundlw
: 1522099388:0;cd bundle
: 1522099391:0;ls
: 1522099394:0;ls -a
: 1522099408:0;c
: 1522099410:0;cd
: 1522099430:0;rm -f ~/.vim/vimrc
: 1522099447:0;rm -rf ~/.vim/vimrc
: 1522099503:0;vim 
: 1522099516:0;vim ~/.vimrc
: 1522099601:0;ls -a
: 1522099661:0;cd ~/.vim
: 1522099665:0;ls -a
: 1522099688:0;rm -rf
: 1522099690:0;ls
: 1522099696:0;rm -rf bundle
: 1522099700:0;cd
: 1522099713:0;rm -rf ~/.vim
: 1522099715:0;ls -a
: 1522099734:0;rm -rf ~/.vimrc
: 1522099737:0;ls -a
: 1522099743:0;rm -rf ~/.vimrc.swp
: 1522099745:0;ls -a
: 1522099764:0;vim ~/.v8flags.6.1.534.42.48767461cb09465362c687ae0c44753b.json
: 1522099794:0;git clone https://github.com/VundleVim/Vundle.vim.git ~/.vim/bundle/Vundle.vim\
\

: 1522099810:0;touch ~/.vimrc
: 1522099820:0;vim ~/.vimrc
: 1522100112:0;git clone https://github.com/VundleVim/Vundle.vim.git ~/.vim/bundle/Vundle.vim\
ls\

: 1522100128:0;ls 
: 1522100131:0;ls a
: 1522100134:0;ls -a
: 1522100480:0;git config --global core.autocrlf input
: 1522100501:0;rm -rf ~/.vim
: 1522100508:0;rm -rf ~/.vimrc
: 1522100515:0;rm -rf ~/.vimrc.swp
: 1522100519:0;ls -a
: 1522100540:0;git clone https://github.com/VundleVim/Vundle.vim.git ~/.vim/bundle/Vundle.vim\
\

: 1522100549:0;vim ~/.vimrc
: 1522100681:0;ls -a
: 1522100799:0;ln -s ~/.vim/vimrc ~/.vimrc
: 1522100803:0;vim ~/.vimrc
: 1522101206:0;npm install -g babel-eslint\
npm install -g eslint-plugin-react
: 1522101230:0;npm install -g eslint
: 1522101261:0;ls -a
: 1522101478:0;cd ~/.vim/bundle
: 1522101493:0;git clone --depth=1 https://github.com/vim-syntastic/syntastic.git
: 1522101543:0;vim ~/.eslintrc
: 1522101727:0;vim ~/.vimrc
: 1522102488:0;cd Desktop/
: 1522102491:0;cd fda
: 1522102494:0;ls
: 1522102504:0;cd food
: 1522102507:0;vim
: 1522102519:0;vim food
: 1522102527:0;cd ..
: 1522102534:0;vim food
: 1522102570:0;ls
: 1522102576:0;cd food
: 1522102585:0;ls
: 1522102620:0;cd app/controllers/api/v1
: 1522102622:0;ls
: 1522102627:0;vim recalls_controller.rb
: 1522102655:0;cd
: 1522102731:0;vim ~/.vimrc
: 1522181380:0;vimtutor
: 1522181433:0;cd Development
: 1522181442:0;vim tutor
: 1522182120:0;ls
: 1522182125:0;vim TEST
: 1522182144:0;vimtutor
: 1522182252:0;vim Development/tutor
: 1522203211:0;mv Development/tutor Development/tutor.txt
: 1522203216:0;cd Development
: 1522203217:0;ls
: 1522203228:0;vim tutor.txt
: 1522203250:0;vim
: 1522203256:0;vim bla
: 1522203273:0;vim ~/.vimrc
: 1522203357:0;cd
: 1522203358:0;color
: 1522204707:0;vim ~/.vimrc
: 1522373624:0;cd Development
: 1522373626:0;ls
: 1522373643:0;vim tutor.txt
: 1522378351:0;ls
: 1522378360:0;cd projects
: 1522378362:0;ls
: 1522378375:0;cd Module_2_project_flatiron
: 1522378379:0;ls
: 1522378401:0;cd db 
: 1522378403:0;ls
: 1522378409:0;vim schema.rb
: 1522378899:0;vim Desktop/fda/food
: 1522378995:0;cd Desktop/fda/food
: 1522378998:0;vim
: 1522381793:0;vim Desktop/fda/food
: 1522381840:0;cd Desktop/fda/food
: 1522381842:0;vim
: 1522382596:0;cd
: 1522382616:0;vim ~/.vimrc
: 1522382743:0;vim
: 1522383279:0;:q
: 1522383351:0;vim ~/.vimrc
: 1522383370:0;cd Desktop/fda/food
: 1522383372:0;vim
: 1522383762:0;cd Desktop/fda/food
: 1522383764:0;vim
: 1522385055:0;cd
: 1522385067:0;vim ~/.vimrc
: 1522385177:0;CLEAR
: 1522385189:0;clear
: 1522385193:0;cd Desktop/fda/food
: 1522385208:0;vim
: 1522385231:0;cd
: 1522385237:0;vim ~/.vimrc
: 1522385262:0;cd Desktop/fda/food
: 1522385271:0;vim
: 1522456640:0;cd Desktop/fda/food
: 1522456642:0;vim
: 1522457830:0;cd Desktop/fda/food
: 1522457831:0;vim
: 1522468863:0;cd
: 1522468880:0;vim ~/.vimrc
: 1522469739:0;vim ~/.vim/snippets/ruby.snippets
: 1522469780:0;cd ~/.vim
: 1522469782:0;ls
: 1522469792:0;vim vimrc
: 1522470068:0;ls
: 1522470072:0;cd bundle
: 1522470073:0;ls
: 1522470087:0;cd vim-snipmate
: 1522470088:0;ls
: 1522470105:0;cd plugin
: 1522470107:0;ls
: 1522470115:0;vim snipMate.vim
: 1522470141:0;cd
: 1523047974:0;cd Desktop
: 1523047980:0;cd suddi.github.io-master
: 1523047982:0;ls
: 1523048007:0;vim
: 1523981693:0;cd Desktop/finalProj
: 1523981696:0;ls
: 1523981706:0;cd Final-front
: 1523981725:0;atom .
: 1523981756:0;git add .
: 1523981782:0;git commit -m "04/17"
: 1523981788:0;git push
: 1523982617:0;cd
: 1523982631:0;cd Development/js_proj
: 1523982632:0;ls
: 1523982641:0;cd ticket-project-frontend
: 1523982654:0;atom .
: 1523982771:0;open chrome
: 1523982856:0;git add .
: 1523982869:0;git commit -m "04/17"
: 1523982878:0;git push
: 1523983432:0;cd
: 1523983505:0;cd Development/projects/flatiron_assessment_app
: 1523983510:0;atom .
: 1523993176:0;cd 
: 1523993183:0;cd Desktop/Kards10
: 1523993193:0;atom .
: 1523994073:0;cd
: 1523994170:0;cd Desktop
: 1523994186:0;git@github.com:deanban/Personal-HTML.git
: 1523994224:0;git clone git@github.com:deanban/Personal-HTML.git
: 1523994373:0;cd Personal-HTML
: 1523994386:0;atom .
: 1523995054:0;git add .
: 1523995071:0;git commit -m "download rdy"
: 1523995078:0;git push
: 1523995588:0;heroku info
: 1523995607:0;git push heroku master 
: 1523997396:0;git add .
: 1523997412:0;git commit -m "download rdy"
: 1523997419:0;git push origin master
: 1524009056:0;cd
: 1524009067:0;ffmpeg -v
: 1524009082:0;brew install ffmpeg
: 1524009215:0;ffmpeg -v
: 1524009306:0;ffmpeg -i Desktop/Personal-HTML/images/portfolio/modals/test2.mov Desktop/Personal-HTML/images/portfolio/modals/test2.mp4
: 1524010106:0;cd Desktop/finalProj/back
: 1524010109:0;rails s
: 1524010141:0;cd ..
: 1524010146:0;ls
: 1524010151:0;cd Final-front
: 1524010160:0;yarn start
: 1524010280:0;yarn update
: 1524010293:0;rails s
: 1524010335:0;cd ..
: 1524010338:0;cd Final
: 1524010343:0;rails s
: 1524010399:0;cd ..
: 1524010405:0;cd back
: 1524010410:0;rails s
: 1524010898:0;rails db:drop
: 1524010905:0;rails db:create
: 1524010912:0;rails db:migrate
: 1524010918:0;rails db:seed
: 1524010925:0;rails s
: 1524010939:0;yarn start
: 1524011192:0;ls
: 1524011212:0;cd
: 1524011256:0;ffmpeg -i Desktop/Personal-HTML/images/portfolio/modals/fluora.mov Desktop/Personal-HTML/images/portfolio/modals/fluora.mp4
: 1524011459:0;cd Development
: 1524011461:0;ls
: 1524011633:0;cd projects
: 1524011634:0;ls
: 1524011642:0;git clone git@github.com:deanban/Space-App.git
: 1524011663:0;git clone git@github.com:deanban/Space-App-Frontend.git
: 1524011668:0;cd
: 1524011685:0;cd Development/projects/Space-App-Frontend
: 1524011691:0;cd Space-App
: 1524011701:0;rails s
: 1524011713:0;bundle install
: 1524011734:0;rails s
: 1524011746:0;yarn start
: 1524011763:0;npm start
: 1524011771:0;yarn install 
: 1524011792:0;yarn start
: 1524011949:0;cd ..
: 1524011954:0;git clone git@github.com:deanban/ticket-project-backend.git
: 1524011981:0;git clone git@github.com:deanban/ticket-project-frontend.git
: 1524011988:0;cd ticket-project-backend
: 1524011993:0;rails s
: 1524012093:0;cd ..
: 1524012097:0;cd ticket-project-frontend
: 1524012347:0;rails db:drop
: 1524012355:0;rails db:create
: 1524012365:0;rails db:migrate
: 1524012373:0;rails db:seed
: 1524012377:0;rails s
: 1524012884:0;atom .
: 1524013246:0;git pull
: 1524013278:0;cd
: 1524013283:0;cd Development
: 1524013287:0;cd projects
: 1524013296:0;git clone git@github.com:deanban/ticket-project-backend.git
: 1524013307:0;rails db:drop
: 1524013314:0;cd ticket-project-backend
: 1524013320:0;rails db:drop
: 1524013330:0;rails db:create
: 1524013337:0;rails db:migrate
: 1524013347:0;rails db:seed
: 1524013352:0;rails s
: 1524013537:0;cd images/portfolio/modals
: 1524013538:0;ls
: 1524013587:0;cd
: 1524013615:0;ffmpeg -i Desktop/Personal-HTML/images/portfolio/modals
: 1524013636:0;ffmpeg -i Desktop/Personal-HTML/images/portfolio/modals/ticket.mov Desktop/Personal-HTML/images/portfolio/modals/ticket.mp4
: 1524014396:0;cd ..
: 1524014406:0;atom .
: 1524015637:0;ffmpeg -i Desktop/Personal-HTML/images/portfolio/modals/personal.mov Desktop/Personal-HTML/images/portfolio/modals/personal.mp4
: 1524016488:0;cd Development/projects
: 1524016496:0;git clone git@github.com:LinKCoding/imdb-clone.git
: 1524016501:0;cd imdb-clone
: 1524016519:0;ruby bin/run
: 1524016533:0;ls
: 1524016539:0;cd bin
: 1524016541:0;ls
: 1524016549:0;ruby run.rb
: 1524017309:0;cd ..
: 1524017318:0;git clone git@github.com:maksimhn/imdb_clone.git
: 1524017324:0;ls
: 1524017377:0;cd imdb_clone
: 1524017381:0;bundle
: 1524017415:0;rails s
: 1524017467:0;gem install nokogiri -v '1.6.6.2'
: 1524017515:0;rails -v
: 1524017523:0;rails --version
: 1524017535:0;cd
: 1524017538:0;rails -v
: 1524017552:0;atom .
: 1524017600:0;bundle
: 1524017625:0;cd Development/projects/ticket-project-backend
: 1524017628:0;bundle
: 1524017644:0;atom .
: 1524017716:0;bundle
: 1524017735:0;bundle update
: 1524017854:0;rails s
: 1524017922:0;rails dc :drop
: 1524017930:0;rails db:drop
: 1524017945:0;rake db:drop
: 1524017990:0;rails s
: 1524018122:0;rake db:create
: 1524018220:0;bundle update
: 1524018233:0;rails db:drop
: 1524018244:0;rake db:drop
: 1524018313:0;bundle update
: 1524018339:0;rake db:drop
: 1524018346:0;rake db:create
: 1524018356:0;rake db:migrate
: 1524018361:0;rake db:seed
: 1524018398:0;rails db:seed
: 1524018431:0;gem install aws-sdk-s3
: 1524018447:0;rake db:drop
: 1524018451:0;rake db:create
: 1524018457:0;rake db:migrate
: 1524018462:0;rake db:seed
: 1524018470:0;rails db:seed
: 1524018577:0;bundle update
: 1524018628:0;rake db:drop
: 1524018632:0;rake db:create
: 1524018637:0;rake db:migrate
: 1524018640:0;rails db:seed
: 1524018650:0;rails s
: 1524018747:0;rails routes
: 1524018760:0;rails s
: 1524019094:0;rake doc:app
: 1524157821:0;cd Desktop/Personal-HTML
: 1524157825:0;atom .
: 1524158054:0;git add.
: 1524158056:0;git add .
: 1524158080:0;git commit -m "download"
: 1524158095:0;git commit -m "updated images"
: 1524158118:0;git push origin master
: 1524158239:0;git add .
: 1524158264:0;git commit -m "updated images and videos"
: 1524158279:0;git push origin master
: 1524158482:0;git add .
: 1524158499:0;git commit -m "updated spacing"
: 1524158504:0;git push
: 1524166173:0;"/Applications/Postgres.app/Contents/Versions/10/bin/psql" -p5432 -d "back_development"
: 1524242971:0;subl
: 1524243157:0;cd /usr/local/bin
: 1524243159:0;ls
: 1524243257:0;subl.
: 1524243259:0;subl
: 1524243276:0;cd /usr/local/bin
: 1524243277:0;ls
: 1524243322:0;cd
: 1524243323:0;open /Applications/Sublime\ Text.app/Contents/SharedSupport/bin/subl
: 1524243415:0;ln -s "/Applications/Sublime Text.app/Contents/SharedSupport/bin/subl" /usr/local/bin/sublime
: 1524243451:0;open ~/.bash_profile
: 1524243514:0;subl
: 1524243638:0;cd /usr/local/bin
: 1524243639:0;ls
: 1524243653:0;cd
: 1524243656:0;sublime
: 1524244353:0;cd Desktop/finalProj/Final-front
: 1524244357:0;sublime
: 1524244414:0;sublime .
: 1524247113:0;atom .
: 1524248130:0;sublime .
: 1524251153:0;sublime
: 1524251176:0;sublime .
: 1524254378:0;npm -v eslint
: 1524254388:0;npm -v
: 1524254403:0;npm list
: 1524254444:0;npm view eslint
: 1524273308:0;cd Desktop/finalProj
: 1524273309:0;ls
: 1524273316:0;cd Final
: 1524273320:0;subl
: 1524273325:0;sublime .
: 1524278857:0;bundle update
: 1524278882:0;git add .
: 1524278904:0;git commit -m "vulnerability fixed"
: 1524278919:0;git push
: 1524371854:0;sublime
: 1524427630:0;cd Desktop
: 1524427643:0;create-react-app nava-test
: 1524427669:0;cd nava-test
: 1524427673:0;yarn start
: 1524427862:0;yarn -v
: 1524427871:0;yarn -v material
: 1524427877:0;yarn -v material-ui
: 1524427891:0;npm -v material-ui
: 1524427901:0;npm version material-ui
: 1524427909:0;npm --version material-ui
: 1524427913:0;npm -v
: 1524428074:0;sublime .
: 1524428121:0;open .
: 1524433468:0;npm install --save react react-sticky@5 @trendmicro/react-navbar
: 1524434014:0;yarn install react-dom
: 1524434026:0;yarn add react-dom
: 1524522146:0;cd /Applications/Xcode.app/Contents/Developer/Platforms/
: 1524522149:0;ls
: 1524522222:0;sudo rm -rf AppleTV* Watch* iPhone*
: 1524522423:0;ruby -v
: 1524522430:0;rvm list
: 1524522443:0;rvm -v
: 1524522514:0;rails -v
: 1524522631:0;ls
: 1524844137:0;npm whoami
: 1525205117:0;cd Desktop/nava-test
: 1525205120:0;sublime
: 1525205125:0;sublime .
: 1525205217:0;yarn start
: 1525206073:0;yarn add react-images
: 1525206087:0;yarn start
: 1525207542:0;cd 
: 1525207546:0;cd Desktop
: 1525207561:0;create-react-app nava2
: 1525207637:0;cd nava2
: 1525207645:0;yarn start
: 1525207669:0;sublime .
: 1525208378:0;yarn add semantic-ui-react
: 1525212760:0;sublime .
: 1525212838:0;cd ..
: 1525212849:0;create-react-app nava3
: 1525212882:0;cd nava3
: 1525212888:0;sublime .
: 1525212898:0;yarn start
: 1525213992:0;yarn add react-router-dom
: 1525219930:0;yarn add semantic-ui-react
: 1525221137:0;yarn add semantic-ui
: 1525222097:0;yarn remove semantic-ui
: 1525222228:0;yarn add semantic-ui
: 1525222659:0;yarn add mdbreact
: 1525226218:0;yarn remove mdbreact
: 1525226241:0;yarn remove semantic-ui-react
: 1525315082:0;node -v
: 1526459704:0;cd Applications / Adobe Lightroom Classic CC / Adobe Lightroom Classic CC.app / Contents / Frameworks
: 1526459726:0;cd Applications
: 1526459747:0;ls
: 1526459769:0;cd Chrome\ Apps.localized
: 1526459770:0;ls
: 1526459816:0;cd ..
: 1526459852:0;ls
: 1526459864:0;cd 
: 1526459919:0;open .
: 1526459953:0;cd Contents/Frameworks
: 1526459958:0;open .
: 1526460629:0;/Volumes/Little\ Snitch\ 4.0.3/Open\ Gatekeeper\ friendly ; exit;
: 1526462588:0;/Volumes/Adobe\ Zii\ 2.2.1\ \ for\ Adobe\ CC15\ CC17/Open\ Gatekeeper\ friendly ; exit;
: 1526802716:0;cd /Applications/Xcode.app/Contents/Developer/Platforms/
: 1526802728:0;ls
: 1526802735:0;sudo rm -rf AppleTV* Watch* iPhone*
: 1526802853:0;sudo rm -rf /Applications/Xcode.app/Contents/Developer/Toolchains/Swift_2.3.xctoolchain
: 1526802874:0;rm -rf ~/Library/Developer/Xcode/iOS\ DeviceSupport/
: 1526802895:0;rm -rf ~/Library/Developer/CoreSimulator/Devices/*
: 1527003913:0;cd Development
: 1527003914:0;ls
: 1527003955:0;mkdir js30
: 1527003961:0;cd js30
: 1527003977:0;git clone git@github.com:deanban/JavaScript30.git
: 1527003985:0;ls
: 1527003993:0;cd ..
: 1527003999:0;rmdir js30
: 1527004009:0;rm -rf js30
: 1527004011:0;ls
: 1527004018:0;git clone git@github.com:deanban/JavaScript30.git
: 1527004021:0;ls
: 1527004032:0;cd JavaScript30/
: 1527004034:0;ls
: 1527004043:0;sublime .
: 1527004549:0;atom .
: 1527006254:0;git add .
: 1527006269:0;git commit -m "day1 done"
: 1527006274:0;git push
: 1527091252:0;create-react-app nearby
: 1527091280:0;ls
: 1527091299:0;mv nearby ~/Desktop
: 1527091301:0;ls
: 1527091304:0;cd Desktop
: 1527091306:0;ls
: 1527091312:0;cd nearby
: 1527091316:0;yarn start
: 1527091412:0;yarn add google-maps-react
: 1527091428:0;atom .
: 1527091668:0;sublime .
: 1527092337:0;cd
: 1527092353:0;cd Desktop/nava3
: 1527092361:0;yarn start
: 1527100112:0;yarn packages
: 1527100448:0;yarn add google-map-react
: 1527103077:0;git remote add origin git@github.com:deanban/nearby.git
: 1527103084:0;git init
: 1527103086:0;git remote add origin git@github.com:deanban/nearby.git
: 1527103098:0;git add .
: 1527103114:0;git commit -m "barely remembering"
: 1527103118:0;git push
: 1527269697:0;cd Desktop/nearby
: 1527269707:0;sublime .
: 1527269725:0;yarn start
: 1527273449:0;git add .
: 1527273463:0;git commit -m "maps with markers working"
: 1527273467:0;git push
: 1527277170:0;git add .
: 1527277186:0;git commit -m "fetch places"
: 1527277198:0;git push
: 1527277398:0;node
: 1527616150:0;cd Desktop/nearby
: 1527616166:0;sublime .
: 1527616181:0;yarn start
: 1527632886:0;git add .
: 1527632909:0;git commit -m "change & submit"
: 1527632914:0;git push
: 1527727458:0;node
: 1527781318:0;cd Desktop/nearby
: 1527781343:0;atom .
: 1527781382:0;yarn start
: 1527783378:0;git add .
: 1527783395:0;git commit -m "state"
: 1527783399:0;git push
: 1527789756:0;yarn start
: 1527794443:0;git add .
: 1527794462:0;git commit -m "markers working"
: 1527794468:0;git push
: 1527799180:0;yarn start
: 1527799975:0;git add .
: 1527799985:0;git commit -m "placeid"
: 1527799990:0;git push
: 1527970271:0;cd Desktop/nearby
: 1527970274:0;git add .
: 1527970287:0;git commit -m "last"
: 1527970291:0;git push
: 1528401149:0;g++ --version
: 1528465357:0;cd Desktop/finalProj
: 1528465359:0;cd
: 1528465365:0;cd Desktop/finalProj
: 1528465367:0;ls
: 1528465369:0;l s-a
: 1528465371:0;ls -a
: 1528465380:0;cd Final
: 1528465394:0;sublime .
: 1528465821:0;cd ..
: 1528465852:0;ls
: 1528465859:0;cd Final-front
: 1528465862:0;atom .
: 1528465941:0;rails routes
: 1528465948:0;rails s
: 1528465975:0;cd ..
: 1528465978:0;cd Final
: 1528465984:0;rails routes
: 1528466039:0;rails c
: 1528466145:0;rails db:drop
: 1528466190:0;rails db:create
: 1528466203:0;rails db:migrate
: 1528466215:0;rails db:seed
: 1528466221:0;rails s
: 1528466231:0;rails c
: 1528466304:0;rails routes
: 1528466334:0;rails s
: 1528466905:0;cd ..
: 1528466909:0;ls -a
: 1528466915:0;cd Final-front
: 1528466919:0;yarn start
: 1528466982:0;rails c
: 1528467168:0;cd ..
: 1528467171:0;ls
: 1528467176:0;cd back
: 1528467198:0;atom .
: 1528467217:0;cd ..
: 1528467221:0;cd back
: 1528467238:0;rails db:drop
: 1528467248:0;rails db:create
: 1528467257:0;rails db:migrate
: 1528467264:0;rails db:seed
: 1528467276:0;rails s
: 1528995813:0;cd Desktop/nearby
: 1528995824:0;atom .
: 1528996083:0;yarn start
: 1528996154:0;git add .
: 1528996178:0;git commit -m "typestr conditional"
: 1528996182:0;git push
: 1529003810:0;git add .
: 1529003829:0;git commit -m "fetchplaces"
: 1529003860:0;git push
: 1529004124:0;atom .
: 1529025195:0;cd Desktop/nearby
: 1529025198:0;atom .
: 1529025672:0;sublime .
: 1529025810:0;vscode .
: 1529026049:0;code .
: 1529026416:0;cd Desktop/nearby
: 1529026419:0;code .
: 1529026423:0;vscode .
: 1529026521:0;cd Desktop/nearby
: 1529026523:0;code .
: 1529027194:0;yarn start
: 1529028041:0;cd ..
: 1529028141:0;cd finalProj
: 1529028143:0;cd
: 1529028151:0;cd Desktop/finalProj
: 1529028154:0;ls
: 1529028159:0;cd Final-front
: 1529028163:0;code .
: 1529028174:0;cd ..
: 1529028180:0;cd Final
: 1529028186:0;code .
: 1529028276:0;cd ..
: 1529028280:0;ls
: 1529028285:0;cd Final-front
: 1529028288:0;code .
: 1529028514:0;cd Desktop/nearby
: 1529028522:0;code .
: 1529028689:0;atom .
: 1529033541:0;code .
: 1529036942:0;cd
: 1529036945:0;ls
: 1529036952:0;cd Applications
: 1529036953:0;ls
: 1529037037:0;cd
: 1529037040:0;cd ls -a
: 1529037044:0;la -a
: 1529037074:0;vim .zshrc
: 1529037137:0;cd 
: 1529037139:0;cd bin
: 1529037151:0;cd ~dean
: 1529037152:0;ls
: 1529037156:0;ls -a
: 1529037863:0;cd Desktop
: 1529085451:0;cd Desktop/nearby
: 1529085466:0;code .
: 1529085647:0;yarn start
